,#,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,Senator
12800,21,01/20/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12801,20,01/20/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12802,19,01/15/2016,Joint,WLK,Westlake Chemical Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12803,18,01/15/2016,Joint,WFM,"Whole Foods Market, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12804,17,01/14/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12805,16,01/14/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12806,15,01/14/2016,Joint,--,"Municipal Elec Auth GA REV
Rate/Coupon: 5%
Matures: 01/01/20",Municipal Security,Purchase,"$250,001 - $500,000",--,"David A,Perdue , Jr"
12807,14,01/13/2016,Joint,KN,Knowles Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12808,13,01/13/2016,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12809,12,01/13/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12810,11,01/13/2016,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12811,10,01/13/2016,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12812,9,01/11/2016,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12813,8,01/11/2016,Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12814,7,01/08/2016,Joint,--,GE,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12815,6,01/08/2016,Joint,--,LYV,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12816,5,01/07/2016,Joint,--,QCOM,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12817,4,01/07/2016,Joint,--,WBA,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12818,3,01/07/2016,Joint,--,CRMT,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12819,2,01/07/2016,Joint,--,ACN,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12820,1,01/06/2016,Joint,--,GE,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12821,38,07/30/2019,Joint,"ANDX
MPLX","Andeavor Logistics LP (Exchanged)
MPLX LP (Received)",Stock,Exchange,"$50,001 - $100,000",--,"David A,Perdue , Jr"
12822,37,07/25/2019,Joint,T,AT&T Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12823,36,07/25/2019,Joint,KO,The Coca-Cola Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12824,35,07/25/2019,Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12825,34,07/25/2019,Joint,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12826,33,07/25/2019,Joint,JCI,Johnson Controls International plc,Stock,Sale (Full),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12827,32,08/02/2019,Joint,SUN,Sunoco LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12828,31,08/02/2019,Joint,KR,The Kroger Co.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12829,30,08/02/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12830,29,08/02/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12831,28,08/02/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12832,27,08/01/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12833,26,08/01/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12834,25,08/01/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12835,24,08/01/2019,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12836,23,07/31/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12837,22,07/30/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12838,21,07/23/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12839,20,07/19/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12840,19,07/19/2019,Joint,LGF-B,Lions Gate Entertainment Corp.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12841,18,07/18/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12842,17,07/17/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12843,16,07/16/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12844,15,07/15/2019,Joint,MYL,Mylan N.V.,Stock,Sale (Full),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12845,14,07/15/2019,Joint,ABBV,AbbVie Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12846,13,07/15/2019,Joint,BMY,Bristol-Myers Squibb Company,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12847,12,07/15/2019,Joint,DOW,Dow Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12848,11,07/15/2019,Joint,DOW,Dow Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12849,10,07/15/2019,Joint,DD,"DuPont de Nemours, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12850,9,07/15/2019,Joint,DD,"DuPont de Nemours, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12851,8,07/12/2019,Joint,ENTG,"Entegris, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12852,7,07/10/2019,Joint,MSM,"MSC Industrial Direct Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12853,6,07/10/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12854,5,07/09/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12855,4,07/08/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12856,3,07/08/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12857,2,07/02/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12858,1,07/01/2019,Joint,CZR,Caesars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12859,5,09/01/2017,Joint,DWDP,DowDuPont Inc.,Stock,Exchange,"$15,001 - $50,000",Senator Perdue's shares in E.I. Du Pont De Nemours were exchanged for DowDuPont shares.,"David A,Perdue , Jr"
12860,39,09/29/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12861,38,09/28/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12862,37,09/27/2017,Joint,MYL,Mylan N.V.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12863,36,09/27/2017,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12864,35,09/27/2017,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12865,34,09/27/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12866,33,09/27/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12867,32,09/27/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12868,31,09/26/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12869,30,09/26/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12870,29,09/26/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12871,28,09/22/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12872,27,09/22/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12873,26,09/22/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12874,25,09/22/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12875,24,09/21/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12876,23,09/18/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12877,22,09/15/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12878,21,09/15/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12879,20,09/14/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12880,19,09/14/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12881,18,09/14/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12882,17,09/13/2017,Joint,SLB,Schlumberger Limited,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12883,16,09/12/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12884,15,09/12/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12885,14,09/11/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12886,13,09/11/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12887,12,09/11/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12888,11,09/08/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12889,10,09/08/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12890,9,09/08/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12891,8,09/06/2017,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12892,7,09/05/2017,Joint,OKE,"ONEOK, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12893,6,09/01/2017,Joint,TRP,TransCanada Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12894,4,08/29/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12895,3,08/29/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12896,2,08/28/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12897,1,08/28/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12898,38,09/29/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12899,37,09/28/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12900,36,09/27/2017,Joint,MYL,Mylan N.V.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12901,35,09/27/2017,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12902,34,09/27/2017,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12903,33,09/27/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12904,32,09/27/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12905,31,09/27/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12906,30,09/26/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12907,29,09/26/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12908,28,09/26/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12909,27,09/22/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12910,26,09/22/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12911,25,09/22/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12912,24,09/22/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12913,23,09/21/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12914,22,09/18/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12915,21,09/15/2017,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12916,20,09/15/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12917,19,09/14/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12918,18,09/14/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12919,17,09/14/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12920,16,09/13/2017,Joint,SLB,Schlumberger Limited,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12921,15,09/12/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12922,14,09/12/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12923,13,09/11/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12924,12,09/11/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12925,11,09/11/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12926,10,09/08/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12927,9,09/08/2017,Joint,MRK,"Merck & Co., Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12928,8,09/08/2017,Joint,PKI,"PerkinElmer, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12929,7,09/06/2017,Joint,DIS,The Walt Disney Company,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12930,6,09/05/2017,Joint,OKE,"ONEOK, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12931,5,09/01/2017,Joint,TRP,TransCanada Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12932,4,08/29/2017,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12933,3,08/29/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12934,2,08/28/2017,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12935,1,08/28/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12936,1,09/26/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12937,19,09/04/2019,Joint,CZR,Casars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12938,18,09/05/2019,Joint,CZR,Casars Entertainment Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12939,17,09/11/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12940,16,09/13/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12941,15,09/16/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12942,14,09/16/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12943,13,09/16/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12944,12,09/17/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12945,11,09/18/2019,Joint,ET,Energy Transfer LP,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12946,10,09/18/2019,Joint,WES,"Western Midstream Partners, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12947,9,09/18/2019,Joint,WES,"Western Midstream Partners, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12948,8,09/18/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12949,7,09/18/2019,Joint,BPL,"Buckeye Partners, L.P.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12950,6,09/19/2019,Joint,OKE,"ONEOK, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12951,5,09/19/2019,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12952,4,09/19/2019,Joint,DCP,"DCP Midstream, LP",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12953,3,09/25/2019,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12954,2,09/25/2019,Joint,SU,Suncor Energy Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,"David A,Perdue , Jr"
12955,5,06/19/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12956,4,06/11/2015,Joint,ANTM,"Anthem, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12957,3,05/29/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12958,2,06/03/2015,Joint,AXLL,Axiall Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12959,1,06/04/2015,Joint,PG,The Procter & Gamble Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12960,16,08/30/2016,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12961,15,08/26/2016,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12962,14,08/25/2016,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12963,13,08/23/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12964,12,08/22/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12965,11,08/16/2016,Joint,FE,FirstEnergy Corp.,Stock,Sale (Full),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12966,10,08/16/2016,Joint,EXR,Extra Space Storage Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12967,9,08/16/2016,Joint,EXR,Extra Space Storage Inc.,Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12968,8,08/15/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12969,7,08/11/2016,Joint,WPZ,Williams Partners L.P.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A,Perdue , Jr"
12970,6,08/11/2016,Joint,BMY,Bristol-Myers Squibb Company,Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12971,5,08/10/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12972,4,08/09/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12973,3,08/08/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A,Perdue , Jr"
12974,2,08/05/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12975,1,08/04/2016,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A,Perdue , Jr"
12976,1,05/03/2016,Self,--,"CHIPPEWA OHIO LOC SCH DIST CLASSROOM FACS & SCH IMPT-SER 1 OHIO ST AID INTERCEPT PROG
Rate/Coupon: 3.00%
Matures: 11/01/2042",Municipal Security,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12977,1,02/06/2017,Self,MPW,"Medical Properties Trust, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12978,1,06/16/2015,Self,STAG,"STAG Industrial, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12979,2,08/21/2019,Self,--,"COOK CNTY ILL SCH DIST NO 157 GO REF BDS 2019
Rate/Coupon: 2.875%
Matures: 05/01/2039",Municipal Security,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12980,1,07/29/2019,Self,--,"BROOKHAVEN GA DEV AUTH REV BDS CHILDRENS HLTHCARE OF ATLANTA 2019 A
Rate/Coupon: 3.00%
Matures: 07/01/2046",Municipal Security,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12981,2,06/06/2019,Self,--,"BRIGHTHOUSE FINL INC NTS 03.700% 062227 DTD 122217
Rate/Coupon: 03.700%
Matures: 06/22/2027",Corporate Bond,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12982,1,06/13/2019,Self,--,"CLEVELAND OHIO GO VAR PURP BDS 2019A DUE 12/01/2043
Rate/Coupon: 3.00%
Matures: 12/01/2043",Municipal Security,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12983,6,01/25/2016,Self,--,"WASHOE CNTY NEV SCH DIST RFDG-SCH IMPT-SER A
Rate/Coupon: 3.125%
Matures: 06/01/2036",Municipal Security,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12984,5,01/25/2016,Self,--,"CELINA TEX INDPT SCH DIST RFDG-SCH BLDG PERMANENT SCHOOL FUND GUARANTY
Rate/Coupon: 3.00%
Matures: 08/15/2037",Municipal Security,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12985,4,01/25/2016,Self,--,"ABBVIE INC NTS B/E
Rate/Coupon: 2.900%
Matures: 11/06/2022",Corporate Bond,Purchase,"$15,001 - $50,000",--,"Gary C,Peters"
12986,3,01/26/2016,Self,--,"MONSANTO CO B/E
Rate/Coupon: 3.375%
Matures: 07/15/2024",Corporate Bond,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12987,2,01/26/2016,Self,WPC,W. P. Carey Inc.,Stock,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12988,1,01/26/2016,Self,NUE,Nucor Corporation,Stock,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
12989,1,04/20/2018,Self,--,"GENL MOTORS FINL CO INC 03.500% 110724 DTD110717
Rate/Coupon: 3.5%
Matures: 11/07/24",Corporate Bond,Purchase,"$1,001 - $15,000",--,"Gary C,Peters"
